Organisation_Match,Sector
AFONSOM LIMITED,Healthcare
AFP ASSETS LIMITED,Finance
AFR2 GROUP LTD,Finance
AFRICAN CARIBBEAN ACHIEVEMENT PROJECT,Education
AFRIKA TIKKUN UK,Education
AFROZANTIX LTD,Technology
AFTERNOONIFY LTD,Technology
AFX VENTURES LIMITED,Technology
AFYA CARE LTD,Healthcare
AFYN HOLDINGS LTD,Finance
AG CONSULTANCY & APPS LTD,Technology
AG IT CONSULTANCY LIMITED,Technology
AG1 UK ENTERPRISE LTD,Healthcare
AGA KHAN FOUNDATION (UNITED KINGDOM),Healthcare
AGAPE CARE SOLUTIONS LTD,Healthcare
AGAPE MULTI ACADEMY TRUST,Education
AGAPE SUPERBE CARE LTD,Healthcare
AGARICUS ROBOTICS LTD,Engineering
AGAVE CAPITAL MANAGEMENT LIMITED,Finance
AGC TELECOMS LTD.,Technology
AGCO LIMITED,Engineering
AGDEVCO LIMITED,Finance
AGDP HOLDINGS LIMITED,Healthcare
AGE NI,Healthcare
AGE PARTNERSHIP LIMITED,Finance
AGE UK,Healthcare
AGE UK LAMBETH,Healthcare
AGEAS INSURANCE LIMITED,Finance
AGEE CARE LIMITED,Healthcare
AGEMO AI LTD,Technology
AGENCY DELTA LTD,Technology
AGENDA 21 ARCHITECTS STUDIO LTD,Engineering
AGENT PAID LIMITED,Technology
AGENT SOFTWARE LIMITED,Technology
AGFA HEALTHCARE IT UK LIMITED,Technology
AGG UK LIMITED,Engineering
AGGA SOLUTION LIMITED,Technology
AGICAP UK LIMITED,Technology
AGILE 101 CONSULTING LTD,Technology
AGILE AND IT DIGITAL SERVICES LIMITED,Technology
AGILE APPLICATIONS LIMITED,Technology
AGILE COLLECTIVE LTD,Technology
AGILE CONSULTANCY SERVICES LIMITED,Technology
AGILE ENGINEERING CONSULTANCY LTD,Engineering
AGILE INFO SOLUTIONS LIMITED,Technology
AGILE KINETIC LIMITED,Technology
AGILE LONDON LIMITED,Technology
AGILE SOFTWARE SYSTEMS LTD,Technology
AGILE SOLUTIONS (GB) LTD,Technology
AGILE WINGS LIMITED,Technology
AGILEDNA CONSULTANCY LTD,Technology
AGILERL LTD,Technology
AGILETS UK LIMITED,Technology
AGILITY3 LIMITED,Technology
AGILYSYS UK LTD,Technology
AGINCARE ENABLE LIMITED,Healthcare
AGINCARE HOMES HOLDINGS LIMITED,Healthcare
AGIO AI UK LIMITED,Technology
AGIO RATINGS LIMITED,Technology
AGIS AUTOGAS LTD,Engineering
AGITO GLOBAL LIMITED,Engineering
AGNES AND ARTHUR LIMITED,Healthcare
AGNES FOODS INTERNATIONAL LTD,Technology
AGPAYTECH LTD.,Finance
AGRISOUND LIMITED,Engineering
AGTEK CONSULTING LIMITED,Technology
AH HOME CARE LIMITED,Healthcare
AH TECHNOLOGY LTD,Technology
AHA SECURITY LTD,Finance
AHC ENTERPRISES UK LIMITED,Healthcare
AHEAD UK SOLUTIONS LIMITED,Technology
AHMADIYYA MUSLIM JAMAAT INTERNATIONAL,Healthcare
AHMED AND CO BUSINESS SERVICES LTD,Technology
AHMED CHEM LTD,Healthcare
AHN REFRIGERATION LTD,Engineering
AHP HOMECARE LTD,Healthcare
AHPL CONSULTANTS LIMITED,Technology
AHR IT & PROPERTIES LTD,Technology
AHRO CENTER FOR ACADEMIC RESEARCH LIMITED,Technology
AI COMPUTING LTD,Technology
AI CORPORATE LIMITED,Technology
AI DATA LABS LTD,Technology
AI DIGITAL LIMITED,Technology
AI DIZITAL SOLUTIONS LTD,Technology
AI PATHFINDER INC LIMITED,Finance
AI TECH LTD,Technology
AI-PRIORI LTD,Technology
AI4PROCESS LTD,Technology
AIBASE LTD,Technology
AICO SOFTWARE LIMITED,Technology
AICS (ACQUIRED INJURY CARE & SUPPORT) LTD,Healthcare
AID WITH CARE LIMITED,Healthcare
AIDVANTE CONSULTING GROUP LTD,Technology
AIKYA INVESTMENT MANAGEMENT LIMITED,Finance
AIM 4 HOPE CIC,Education
AIM ENGINEERING & FABRICATION GROUP LTD,Engineering
AIM UP,Healthcare
AIMPOINT DIGITAL UK LIMITED,Technology
AIMS CARE LIMITED,Healthcare
AIMS EDUCATION LIMITED,Education
AIMS HOMECARE LIMITED,Healthcare
AIMSS GROUP LTD,Engineering
AIMSUN LIMITED,Technology
AIMU TECH LTD,Technology
AIOI NISSAY DOWA INSURANCE MANAGEMENT LIMITED,Finance
AIOLOS BIO LIMITED,Engineering
AIOS TECHNOLOGY LTD,Technology
AIR AWARE LABS LTD,Technology
AIR TORQUE (UK) LIMITED,Engineering
AIRBUS HELICOPTERS UK LIMITED,Engineering
AIRBUS PROTECT LIMITED,Engineering
AIRCALL UK LTD,Technology
AIRCARDS LTD,Technology
AIRCRAFT ENGINEERING SERVICES LIMITED,Engineering
AIRE LOGIC LIMITED,Technology
AIREX TECHNOLOGIES LTD,Engineering
AIRFINITY LIMITED,Technology
AIRGUARD ENVIROCARE LIMITED,Engineering
AIRHIVE LTD,Engineering
AIRLINEN LTD,Technology
AIRMERGENT LIMITED,Technology
AIRPLUS INTERNATIONAL LIMITED,Technology
AIRPOS LIMITED,Technology
AIRSOURCE LTD.,Technology
AIRSPAN COMMUNICATIONS LIMITED,Technology
AIRTEL AFRICA PLC,Finance
AIRTIGHT BUILDING SOLUTIONS LTD,Engineering
AIRWALLEX (UK) LIMITED,Finance
AIRX TECHNOLOGIES LIMITED,Technology
AIS CONSULTING UK LTD,Technology
AIS WIND ENERGY LTD,Engineering
AISH HATORAH UK LIMITED,Education
AISTETIC LIMITED,Technology
AISY LTD,Technology
AIT SOLUTIONS LIMITED,Technology
AIT TECH LIMITED,Technology
AIVEDA AC LIMITED,Healthcare
AIVEDA ML LIMITED,Healthcare
AIVEDA SS LIMITED,Healthcare
AIVHUB LTD,Technology
AIWAKEN LTD,Technology
AIXTRON LIMITED,Engineering
AJ ENGINEERING & CONSTRUCTION SERVICES LIMITED,Engineering
AJ INFOTECH LIMITED,Technology
AJAX MINERVA LIMITED,Engineering
AJK TELECOMS LIMITED,Technology
AJL MEDICAL LIMITED,Healthcare
AJOUVE LIMITED,Technology
AK INFRASOFT LTD,Technology
AK INNOVATIVE DESIGN SOLUTION LTD,Engineering
AK METALWORKS LIMITED,Engineering
AK PHARMA LTD,Healthcare
AK23 LTD,Technology
AKABA SOCIAL UK LTD,Healthcare
AKAM CARE LIMITED,Healthcare
AKAMAI TECHNOLOGIES LIMITED,Technology
AKARI CARE LIMITED,Healthcare
AKARI TRADING LIMITED,Finance
AKASH INFOSYSTEMS LTD,Technology
AKASHI DIGITAL LIMITED,Technology
AKENEO LTD,Technology
AKEREOS CAPITAL LTD,Finance
AKESIS LTD,Technology
AKHIL TECH LIMITED,Technology
AKINN GROUP LTD,Technology
AKIXI LIMITED,Technology
AKM COMPUTER LIMITED,Technology
AKN ENGINEERING LIMITED,Engineering
AKOOVA LTD,Technology
AKR CARE HOMES LIMITED,Healthcare
AKSHAYA INFOPOINT LTD,Technology
AKST LIMITED,Technology
AKSYA TECHNOLOGIES LTD,Technology
AKT UK&I LIMITED,Technology
AKULA SOLUTIONS LIMITED,Technology
AKUR8 LTD,Technology
AL ARAFAH KIDS LIMITED,Healthcare
AL BALAGH ACADEMY,Education
AL BURRAQ IT SERVICES LTD,Technology
AL HASSAN EDUCATIONAL ACADEMY,Education
AL MUSTAFA WELFARE TRUST INTERNATIONAL LTD,Healthcare
AL WAFI ELECTROMECHANICAL WORKS (UK) LTD,Engineering
AL-BARAKA WELFARE TRUST INTERNATIONAL,Healthcare
AL-MAKTOUM COLLEGE OF HIGHER EDUCATION,Education
AL-QUDS AL-ARABI PUBLISHING AND ADVERTISING (OVERSEAS) LIMITED,Technology
ALAIN CHARLES PUBLISHING LIMITED,Technology
ALAMSOFT LTD,Technology
ALAN DICK COMMUNICATIONS LIMITED,Technology
ALAN JOHNSTON PARTNERSHIP LIMITED,Engineering
ALAN WOOD PARTNERSHIP LIMITED,Engineering
ALANTAS LIMITED,Technology
ALANTRA CORPORATE PORTFOLIO ADVISORS INTERNATIONAL LIMITED,Finance
ALANTRA PARTNERS INTERNATIONAL LIMITED,Finance
ALARIS THE RF TECHNOLOGY GROUP LTD,Finance
ALARO LTD,Technology
ALAS MULTINATIONAL LIMITED,Healthcare
ALASTAIR COEY ARCHITECTS LTD,Engineering
ALATAS UK LIMITED,Engineering
ALATION UK LTD,Technology
ALATOR DATA SERVICES LTD,Engineering
ALBACO LIMITED,Finance
ALBAN QUALITY CARE LIMITED,Healthcare
ALBANURSERIES LTD,Education
ALBANY CARE LIMITED,Healthcare
ALBATROSS EDUCATION LTD,Education
ALBEMARLE HALL LIMITED,Healthcare
ALBEMARLE REST HOME LTD,Healthcare
ALBION LODGE LIMITED,Healthcare
ALBOURNE PARTNERS LIMITED,Finance
ALBYTECH IT SERVICES LTD,Technology
ALCAS LIMITED,Technology
ALCESTER GRAMMAR SCHOOL,Education
ALCHEMY EXCHANGE LTD,Technology
ALCHEMY MACHINES LIMITED,Technology
ALCHEMY PHARMA LIMITED,Healthcare
ALCHEMY PRIME LIMITED,Finance
ALCHEMY SOFTWARE LTD,Technology
ALCHEMY TECHNOLOGY SERVICES LIMITED,Technology
ALCHEMYBET LTD,Technology
ALD SUPPORT LIMITED,Healthcare
ALDE CARE LTD,Healthcare
ALDEN REPAIRS & MAINTENANCE LTD,Engineering
ALDERGROVE MANOR LTD,Healthcare
ALDERLEY ANALYTICAL LTD,Engineering
ALDERLEY LIGHTHOUSE LABS LTD,Healthcare
ALDERMORE GROUP PLC,Finance
ALDERSGATE HOLDING COMPANY LIMITED,Finance
ALDERSON DIGITAL LTD,Finance
ALDO FABRICATION LTD,Engineering
ALDOR SOLUTIONS LTD,Engineering
ALDRIDGE EDUCATION,Education
ALDRO SCHOOL EDUCATIONAL TRUST LIMITED,Education
ALEPH COMMODITIES LTD,Finance
ALERT LOGIC UK LTD,Technology
ALETHEIA ACADEMY LTD,Healthcare
ALETI SOFTWARE SYSTEMS LTD,Technology
ALEXANDER COURT NURSING HOME LIMITED,Healthcare
ALEXANDER MARTIN ARCHITECTS LIMITED,Engineering
ALEXANDER MILLER LIMITED,Finance
ALEXANDER PARK HOMES LIMITED,Healthcare
ALEXANDER TAYLOR (BAKERIES) LIMITED,Finance
ALEXANDRA HOUSE SUPPORT SERVICES LTD,Healthcare
ALEXANDRA LODGE CARE HOME LIMITED,Healthcare
ALEXANDRA MONTESSORI LIMITED,Education
ALEXANDRA PARK HOME LIMITED,Healthcare
ALEXANDRA STEED URBAN LTD,Engineering
ALEXIA MARINE LTD,Engineering
ALFA PHYSIO LIMITED,Healthcare
ALFANAR,Healthcare
ALFIE MEDICAL LTD,Healthcare
ALFOR AVIATION AND TECHNICAL SERVICES LIMITED,Engineering
ALFRED WHOLESALE LIMITED,Technology
ALFRISTON SCHOOL,Education
ALGAECYTES LIMITED,Engineering
ALGIZ TECHNOLOGY LIMITED,Technology
ALGOLIA LIMITED,Technology
ALGOMO LIMITED,Technology
ALGORIUM LIMITED,Technology
ALGREEN LTD,Engineering
ALHAMBRA CARE LIMITED,Healthcare
ALI STEEL & FABRICATIONS LTD,Engineering
ALIANZA UK TECHNOLOGIES LIMITED,Finance
ALICARE SOLUTIONS LIMITED,Healthcare
ALICORN LIMITED,Finance
ALIFYA EDUCATION LTD,Education
ALIGN 4 LIFE SEVENOAKS LTD,Healthcare
ALIGN TECHNOLOGY UK LIMITED,Healthcare
ALIGN-ALYTICS UK LTD,Technology
ALIGNE TECHNOLOGIES LTD,Technology
ALIGNED AI LIMITED,Technology
ALIMAK GROUP UK LTD,Engineering
ALIS HEALTHCARE LIMITED,Healthcare
ALISON BROOKS ARCHITECTS LIMITED,Engineering
ALISTAIR BURROUGHS DESIGN PARTNERSHIP LIMITED,Engineering
ALISTAIR DOWNIE LIMITED,Engineering
ALITER CONSULTING LIMITED,Technology
ALIUM CONSULTANCY LTD,Finance
ALIVE INDUSTRIES LIMITED,Technology
ALL ABOUT CARE LIMITED,Healthcare
ALL ABOUT LAPTOPS LTD,Engineering
ALL CARE SERVICES LTD,Healthcare
ALL DAY CARE SERVICES LTD,Healthcare
ALL HEALTH CARE SERVICES LIMITED,Healthcare
ALL IN ALL SOLUTIONS LIMITED,Technology
ALL IN ORDER SOLUTIONS LTD,Technology
ALL METAL SERVICES LIMITED,Engineering
ALL ROUND CARE SOLUTIONS LIMITED,Healthcare
ALL SAINTS ACADEMY DUNSTABLE,Education
ALL SAINTS CATHOLIC ACADEMY TRUST,Education
ALL SAINTS GREEN DENTAL CLINIC LTD,Healthcare
ALL SAINTS' TRUST,Education
ALL SEAS CAPITAL PARTNERS LTD,Finance
ALL STARS CHILD CARE SERVICES LTD,Healthcare
ALL4ONE CARE SERVICES LIMITED,Healthcare
ALLAG CARE LIMITED,Healthcare
ALLAGENTS LTD,Technology
ALLAMBIE ENTERPRISES LIMITED,Healthcare
ALLANDALE CARE GROUP LIMITED,Healthcare
ALLBEST SOLUTIONS LIMITED,Healthcare
ALLBETTER CARE LIMITED,Healthcare
ALLCHILD LIMITED,Education
ALLEGION (UK) LIMITED,Engineering
ALLEGION SAFETY & SECURITY SOLUTIONS LIMITED,Engineering
ALLEGIS GROUP LIMITED,Technology
ALLEGRA FAIRMILE GRANGE LIMITED,Healthcare
ALLEN DIESELS LIMITED,Engineering
ALLEN SPEECH & LANGUAGE LTD,Education
ALLENBY DOUGLAS LIMITED,Healthcare
ALLERGOTECH LIMITED,Technology
ALLERTON C&S GL LIMITED,Healthcare
ALLERTON C&S SE LIMITED,Healthcare
ALLERTON C&S SW LIMITED,Healthcare
ALLESLEY CHILDRENS CARE LTD,Healthcare
ALLETT LIMITED,Engineering
ALLFOCAL OPTICS LIMITED,Technology
ALLIANCE & ASSOCIATES LTD,Education
ALLIANCE COMMUNITY HOME CARE LTD,Healthcare
ALLIANCE DENTAL CARE LIMITED,Healthcare
ALLIANCE FOR BETTER CARE CIC,Healthcare
ALLIANCE FOR COHESION AND RACIAL EQUALITY LTD,Technology
ALLIANCE FOR NATURAL HEALTH INTERNATIONAL,Engineering
ALLIANCE FOR RESPONSIBLE CITIZENSHIP LIMITED,Education
ALLIANCE JIU-JITSU UK LIMITED,Education
ALLIANCE MEDICAL LIMITED,Healthcare
ALLIANCE MOTORS & BODY REPAIRS LTD,Engineering
ALLIANCEBERNSTEIN LIMITED,Finance
ALLIANZ GLOBAL INVESTORS UK LIMITED,Finance
ALLIANZ INSURANCE PLC,Finance
ALLIED COMPUTER UK LTD,Technology
ALLIED COMPUTERS INTERNATIONAL LIMITED,Technology
ALLIED NEURO THERAPY LIMITED,Healthcare
ALLIED SOFTWARE LTD,Technology
ALLIED STORAGE TANKS LIMITED,Engineering
ALLIED WORLDWIDE LIMITED,Technology
ALLINCOM LIMITED,Technology
ALLIOT TECHNOLOGIES LIMITED,Technology
ALLISON HOUSE THORNABY LIMITED,Healthcare
ALLIUM UK HOLDING LIMITED,Finance
ALLOT LIMITED,Technology
ALLOY INC LIMITED,Technology
ALLOY THERAPEUTICS UK LIMITED,Engineering
ALLOYED LIMITED,Engineering
ALLPAY LIMITED,Finance
ALLPOINTS FIBRE NETWORKS LIMITED,Technology
ALLSPRING GLOBAL INVESTMENTS (UK) LIMITED,Finance
ALLTRADEFINDER LTD,Engineering
ALLVUE SYSTEMS LIMITED,Technology
ALLWYN ENTERTAINMENT LTD,Finance
ALLYGROW TECHNOLOGIES UK LIMITED,Technology
ALMA ATTIC LIMITED,Finance
ALMA CAPITAL LONDON LIMITED,Finance
ALMA CARE HOMES BROOME LIMITED,Healthcare
ALMAS ART FOUNDATION,Education
ALMIRAH CONSULTS LTD,Technology
ALMIS INTERNATIONAL LIMITED,Technology
ALMNS LIMITED,Technology
ALMOND FLEX LIMITED,Healthcare
ALMOND TREE CARE LTD,Healthcare
ALMOUSLLI DENTAL LTD,Healthcare
ALNYLAM UK LIMITED,Engineering
ALP TECHNOLOGIES LTD,Engineering
ALPA CARE LTD,Healthcare
ALPACAP LIMITED,Technology
ALPENBEST LIMITED,Healthcare
ALPERTON COMMUNITY SCHOOL,Education
ALPHA & OMEGA GURUKULAM LTD,Education
ALPHA 1 SHEET METAL & LASER LTD,Engineering
ALPHA ACADEMIC LTD,Finance
ALPHA AND OMEGA CHURCH CIC,Education
ALPHA BUILDING SERVICES ENGINEERING LTD,Education
ALPHA CARE AND SUPPORT SERVICES LIMITED,Healthcare
ALPHA CARE EPSOM LTD,Healthcare
ALPHA CONSTRUCTION (PVT) LTD,Engineering
ALPHA ENGINEERS LTD,Engineering
ALPHA FUNDING LIMITED,Finance
ALPHA FX LIMITED,Finance
ALPHA HEALTH & SOCIAL CARE SERVICES LTD,Healthcare
ALPHA HEALTH CARE LIMITED,Healthcare
ALPHA INITIATIVES LTD,Technology
ALPHA MAY CARE FIRST LTD,Healthcare
ALPHA NET IT LIMITED,Technology
ALPHA REACH LTD,Technology
ALPHA SCHOOLS (HOLDINGS) LIMITED,Education
ALPHA THERM LIMITED,Engineering
ALPHA TRUST,Education
ALPHA-IMPERIAL PRIVATE LTD,Healthcare
ALPHA2 SOLUTIONS & SOFTWARE LIMITED,Technology
ALPHAANALYTICS LIMITED,Technology
ALPHAGREP UK LIMITED,Technology
ALPHAKEY GROUP LIMITED,Technology
ALPHALAKE TECHNOLOGIES LTD,Technology
ALPHAN TECH SOLUTIONS LTD,Engineering
ALPHANE CAPITAL LIMITED,Finance
ALPHANOVE CONSULTANCY LTD,Technology
ALPHARITHM TECHNOLOGIES LIMITED,Technology
ALPHASIGHTS LTD,Technology
ALPHATALK LIMITED,Technology
ALPHATEC SOFTWARE LIMITED,Technology
ALPHAVETA LTD,Technology
ALPHERATZ CONSULTING LTD,Technology
ALPHONSO UK LIMITED,Technology
ALPIMA LTD,Technology
ALPINE GROVE PARTNERS (UK) LTD,Finance
ALPINE HEALTH CARE LIMITED,Healthcare
ALPINE HEALTH LIMITED,Healthcare
ALPINE PROPERTY SURVEYS LTD,Engineering
ALPS IT CONSULTANCY LIMITED,Technology
ALQUITY INVESTMENT MANAGEMENT LIMITED,Finance
ALS LABORATORIES (UK) LIMITED,Engineering
ALSCIENT LIMITED,Technology
ALSEDA UK LIMITED,Technology
ALT FIRE LTD,Engineering
ALTA ADVISERS LIMITED,Finance
ALTANA TECHNOLOGIES UK LTD,Technology
ALTANO UK LIMITED,Finance
ALTELIUM LTD,Technology
ALTERA SEMICONDUCTOR TECHNOLOGY UK LIMITED,Technology
ALTERED CARBON LIMITED,Engineering
ALTERED LTD,Technology
ALTEREST LIMITED,Technology
ALTERNATIVE CARE LIMITED,Healthcare
ALTERNATIVE LEARNING TRUST,Education
ALTERO CAPITAL UK LTD,Finance
ALTERY LTD,Finance
ALTHAM CARE LIMITED,Healthcare
ALTI WEALTH MANAGEMENT (UK) LIMITED,Finance
ALTIMAPA LIMITED,Finance
ALTIMETRIK UK LTD,Technology
ALTIS PARTNERS LIMITED,Finance
ALTIUS CONSULTANTS LTD,Technology
ALTMORE PRACTICE LIMITED,Healthcare
ALTODATA LTD,Technology
ALTONEXUS LIMITED,Technology
ALTOS LABS UK LIMITED,Engineering
ALTRIUM FINANCIAL SERVICES LTD,Finance
ALTRUISTIC CARE LIMITED,Healthcare
ALTTA GROUP LIMITED,Education
ALTUM HEALTH LIMITED,Healthcare
ALTURA PLATFORM LTD,Technology
ALTUS EDUCATION PARTNERSHIP,Education
ALTUS GROUP LTD,Engineering
ALTUS INVESTMENT MANAGEMENT LIMITED,Finance
ALTUS UW LIMITED,Finance
ALTUS VENTURES LIMITED,Technology
ALULA INSURTECH LTD,Technology
ALULA TECHNOLOGIES LTD,Technology
ALVA LG LIMITED,Education
ALVES ICARE LTD,Healthcare
ALVIZ STUDIOS LTD,Engineering
ALWAYS CARING BROMLEY LTD,Healthcare
ALY ENTERPRISES LIMITED,Technology
ALZHEIMER'S RESEARCH UK,Healthcare
AM HOMECARE SERVICES LTD,Healthcare
AM INSIGHTS TECHNOLOGY LIMITED,Finance
AM PHONE TRADING LIMITED,Technology
AM2PM QUALITY CARE LIMITED,Healthcare
AMACHYCK CARE SOLUTION LTD,Healthcare
AMADA UNITED KINGDOM LIMITED,Engineering
AMADEUS IT SERVICES UK LIMITED,Technology
AMADEUS SOFTWARE LIMITED,Technology
AMAFHH HEALTHCARE LIMITED,Healthcare
AMAL UK LIMITED,Finance
AMALI CARE LTD,Healthcare
AMANDAROSIE LIMITED,Healthcare
AMAR DESH PUBLICATIONS UK LTD,Technology
AMARILE U.K. LIMITED,Technology
AMASS LEADS LTD,Technology
AMAYA CARE HOMES (MAESTEG) LIMITED,Healthcare
AMAYA CARE HOMES (TY COCH) LIMITED,Healthcare
AMAYA CARE HOMES LIMITED,Healthcare
AMAZEME UK LTD,Technology
AMAZIN CARE LIMITED,Healthcare
AMAZING4GRACE CHILDCARE LIMITED,Healthcare
AMB FINANCIAL LTD,Finance
AMBER CARE (LINCOLNSHIRE) LIMITED,Healthcare
AMBER HOME CARERS LTD,Healthcare
AMBER RESIDENTIAL CARE HOMES LTD,Healthcare
AMBER ROSE HEALTHCARE LTD,Healthcare
AMBER THERAPEUTICS LIMITED,Engineering
AMBERGREEN HEALTH & SOCIAL CARE LTD,Healthcare
AMBERLEY HEALTHCARE LIMITED,Healthcare
AMBIENCE HEALTHCARE LTD,Healthcare
AMBIENT CARE LIMITED,Healthcare
AMBIENTA LTD,Finance
AMBITION COMMUNITY TRUST,Education
AMBITION EDUCATION TRUST,Education
AMBITIOUS ABOUT AUTISM,Education
AMBITIOUS CHILDREN'S HOMES LTD,Healthcare
AMBREY RISK LIMITED,Engineering
AMBRIDGE EUROPE LIMITED,Finance
AMBUE LTD,Technology
AMBULANT PHYSIOTHERAPY LTD,Healthcare
AMC CARE LTD,Healthcare
AMC HEALTHCARE SOLUTIONS LTD,Healthcare
AMCA STRUCTURES LTD,Engineering
AMDHAN LIMITED,Technology
AMEBA SYSTEMS LTD,Technology
AMELIA'S HOUSE LIMITED,Healthcare
AMERICAN INTERNATIONAL GROUP UK LIMITED,Finance
AMERICAN TECHNO CONTROLS LTD,Engineering
AMERSHAM SCHOOL,Education
AMESBURY ABBEY LIMITED,Healthcare
AMETHYST ACADEMIES TRUST,Education
AMETHYST CARE & SUPPORT GROUP LIMITED,Healthcare
AMETHYST CARE HOME LIMITED,Healthcare
AMETHYST CARE LTD,Healthcare
AMETIS HOMES LTD,Healthcare
AMF PRECISION ENGINEERING LIMITED,Engineering
AMFAH LTD,Technology
AMG WEALTH MANAGEMENT LTD,Finance
AMGEN LIMITED,Engineering
AMI HOME CARE LIMITED,Healthcare
AMIABLE PEOPLE LTD,Healthcare
AMICA CARE TRUST,Healthcare
AMICALA LIMITED,Healthcare
AMICARE DOMICILIARY CARE SERVICES LTD,Healthcare
AMICIS CARE LIMITED,Healthcare
AMICURA LIMITED,Healthcare
AMICUS THERAPEUTICS UK LIMITED,Healthcare
AMIECARE LTD,Healthcare
AMINI CORP UK LIMITED,Technology
AMIOSEC LTD,Engineering
AMISTON LIMITED,Engineering
AMIT BANGRE CONSULTING LIMITED,Engineering
AMITEK SOLUTIONS LIMITED,Technology
AMITRA CAPITAL LIMITED,Finance
AMJ CARE LTD,Healthcare
AMK GLOBAL GROUP LTD,Finance
AMKARE LIMITED,Healthcare
AML ANALYTICS LTD,Technology
AML REPORTING LIMITED,Healthcare
AML RIGHTSOURCE LIMITED,Technology
AMM ENTERPRISE UK LTD,Technology
AMMA SERVICES LIMITED,Technology
AMNET SMARTSHORING SERVICES LIMITED,Technology
AMO CONSULTANCY SERVICES LTD,Technology
AMODO DESIGN LTD,Engineering
AMONDO LTD,Technology
AMORE MEDIA SYSTEMS LTD,Technology
AMORIGIN LIMITED,Technology
AMOT UK HOLDINGS LIMITED,Engineering
AMPERSAND MANAGEMENT UK LTD,Finance
AMPERSAND-US LTD,Technology
AMPHIBIO LTD,Engineering
AMPHISTA THERAPEUTICS LIMITED,Engineering
AMPHORA UK LIMITED,Technology
AMPLE EBUSINESS LTD,Technology
AMPLE MORTGAGES LIMITED,Finance
AMPLIENCE (UK) LIMITED,Technology
AMPLIFI CAPITAL (U.K.) LIMITED,Finance
AMPLIFI GROUP LIMITED,Technology
AMPLIFON LIMITED,Healthcare
AMPLIFY TRADING LIMITED,Technology
AMPLIFYCHANGE,Finance
AMPLYFI LTD,Technology
AMPTRON ELECTRICAL SERVICES LIMITED,Engineering
AMREF HEALTH AFRICA,Healthcare
AMRIAL CARE LIMITED,Healthcare
AMS CARE LIMITED,Healthcare
AMS CARE SERVICES LTD,Healthcare
AMS INTEGRATED SOLUTIONS LIMITED,Engineering
AMS NUCLEAR ENGINEERING LTD,Engineering
AMSEK SUPPORT SERVICES LTD,Healthcare
AMSUN IT LIMITED,Technology
AMT-SYBEX LIMITED,Technology
AMUNDI (UK) LIMITED,Finance
AMY ADAMS HOMECARE UK LIMITED,Healthcare
AMYGDA LABS LTD,Technology
AMZ CARE LTD,Healthcare
AMZOO DRIVING SCHOOL LTD,Education
AN EXPERIMENT IN ART LTD,Education
AN MEDICS UK LTD,Healthcare
AN-NAML INVENTIVE PREMIX LTD,Technology
ANA CHILD MINDING SERVICES LTD,Healthcare
ANACAPA WAVEPOWER LTD.,Engineering
ANACONDA SERVICES (UK) LIMITED,Technology
ANAEKO LIMITED,Technology
ANAKATA WIND POWER RESOURCES LTD,Engineering
ANALYSYS MASON LIMITED,Technology
ANALYTICA INSPECTION LIMITED,Engineering
ANALYTICS ENGINES LIMITED,Technology
ANALYTICS SEO LIMITED,Technology
ANALYTICS SPHERE LTD,Technology
ANALYTIUM LTD,Technology
ANALYTTICA DATALAB PRIVATE LIMITED,Technology
ANAM ENGINEERING LTD,Technology
ANANKAI LIMITED,Technology
ANANSI TECHNOLOGY LIMITED,Technology
ANANYA IT SERVICES LTD,Technology
ANANYAA CONSULTING LTD,Technology
ANAPLAN LIMITED,Technology
ANAVEC HEALTHCARE SOLUTION LTD,Healthcare
ANAVO CARE LTD,Healthcare
ANCESTRY.COM UK LIMITED,Technology
ANCHOR COMMUNITY SUPPORT LTD,Healthcare
ANCHOR FINANCIAL ADVISORY LIMITED,Finance
ANCHOR FOSTER CARE SERVICES LIMITED,Healthcare
ANCHOR INFORMATICS LTD,Technology
ANCHOR PRIVATE CLIENTS (UK) LIMITED,Finance
ANCHUSA CARE LIMITED,Healthcare
AND AUTOMATION LIMITED,Engineering
AND DESIGNS LIMITED,Engineering
AND TECHNOLOGY RESEARCH LIMITED,Engineering
ANDIGITAL LIMITED,Technology
ANDILE HOMECARE LTD,Healthcare
ANDMU CARE SERVICES LIMITED,Healthcare
ANDREW NURNBERG ASSOCIATES LIMITED,Technology
ANDREWS COURT LIMITED,Healthcare
ANDRIMA UK LTD,Engineering
ANDRITZ HYDRO HAMMERFEST (UK) LIMITED,Engineering
ANDUIN TRANSACTIONS UK LTD,Technology
ANDY HARMON GROUP LTD,Engineering
ANDY STURGEON GARDEN DESIGN LIMITED,Engineering
ANEMOS-ANALYTICS LTD,Technology
ANERA LABS UK LTD,Technology
ANETO DIGITAL SERVICES LTD,Technology
ANFA MANAGEMENT LTD,Technology
ANGE TRUSTED CARE LIMITED,Healthcare
ANGEL CARE HOMES LIMITED,Healthcare
ANGEL CARE PLC,Healthcare
ANGEL DENTAL IMPLANT CENTRE (UK) LTD,Healthcare
ANGEL HEALTHCARE LIMITED,Healthcare
ANGEL HEALTHCARE PROFESSIONALS LTD,Healthcare
ANGEL HOME CARE CONSULTANCY LIMITED,Healthcare
ANGEL HOME CARE SERVICE PRIVATE LIMITED,Healthcare
ANGEL SOLUTIONS LTD,Technology
ANGEL SOULS CARE LTD,Healthcare
